student_id;Time_vs_Cost;Time_vs_Emissions;Time_vs_Comfort;Cost_vs_Emissions;Cost_vs_Comfort;Emissions_vs_Comfort
STU_0630;Prefer_First;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Prefer_First
STU_0631;Equal;Prefer_First;Prefer_Second;Equal;Prefer_First;Prefer_Second
STU_0632;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_First;Prefer_First
STU_0633;Prefer_Second;Prefer_First;Equal;Prefer_First;Equal;Prefer_First
STU_0634;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_First;Prefer_First
STU_0635;Prefer_Second;Equal;Equal;Prefer_Second;Prefer_Second;Prefer_Second
STU_0636;Prefer_First;Equal;Prefer_Second;Prefer_First;Prefer_Second;Prefer_First
STU_0637;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_First;Prefer_First
STU_0638;Equal;Prefer_First;Prefer_First;Equal;Prefer_Second;Equal
STU_0639;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second;Equal;Prefer_Second
STU_0640;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_First
STU_0641;Prefer_First;Equal;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second
STU_0642;Prefer_First;Prefer_Second;Equal;Equal;Prefer_Second;Equal
STU_0643;Equal;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second
STU_0644;Prefer_Second;Prefer_Second;Equal;Equal;Prefer_First;Equal
STU_0645;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second
STU_0646;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Equal;Prefer_Second
STU_0647;Prefer_First;Prefer_Second;Equal;Equal;Prefer_First;Equal
STU_0648;Equal;Prefer_First;Equal;Prefer_Second;Prefer_Second;Equal
STU_0649;Equal;Prefer_First;Equal;Equal;Prefer_Second;Equal
STU_0650;Equal;Prefer_First;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0651;Equal;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_Second
STU_0652;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_Second
STU_0653;Equal;Prefer_First;Equal;Equal;Equal;Prefer_Second
STU_0654;Prefer_First;Prefer_First;Prefer_First;Equal;Equal;Equal
STU_0655;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second;Prefer_First;Prefer_First
STU_0656;Prefer_Second;Prefer_First;Equal;Equal;Prefer_First;Prefer_Second
STU_0657;Prefer_First;Equal;Equal;Equal;Prefer_First;Equal
STU_0658;Equal;Equal;Prefer_First;Prefer_First;Prefer_Second;Prefer_First
STU_0659;Prefer_Second;Prefer_First;Equal;Prefer_First;Prefer_First;Prefer_Second
STU_0660;Prefer_First;Equal;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0661;Prefer_Second;Prefer_First;Prefer_First;Equal;Prefer_First;Equal
STU_0662;Prefer_Second;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_Second
STU_0663;Prefer_First;Prefer_Second;Prefer_First;Equal;Prefer_First;Prefer_First
STU_0664;Prefer_First;Equal;Equal;Equal;Prefer_First;Prefer_First
STU_0665;Equal;Equal;Equal;Equal;Prefer_Second;Prefer_Second
STU_0666;Prefer_Second;Prefer_Second;Prefer_Second;Equal;Prefer_First;Prefer_Second
STU_0667;Prefer_Second;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Prefer_First
STU_0668;Prefer_First;Prefer_First;Equal;Prefer_First;Prefer_Second;Prefer_First
STU_0669;Prefer_Second;Prefer_First;Equal;Equal;Prefer_First;Prefer_Second
STU_0670;Prefer_Second;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second
STU_0671;Prefer_First;Prefer_First;Equal;Prefer_First;Prefer_First;Prefer_Second
STU_0672;Equal;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_Second
STU_0673;Equal;Prefer_Second;Prefer_First;Equal;Prefer_First;Equal
STU_0674;Prefer_First;Prefer_Second;Equal;Equal;Prefer_Second;Prefer_Second
STU_0675;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second;Prefer_First
STU_0676;Equal;Prefer_Second;Equal;Equal;Prefer_First;Prefer_First
STU_0677;Equal;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second
STU_0678;Prefer_First;Prefer_First;Prefer_Second;Equal;Prefer_First;Equal
STU_0679;Equal;Prefer_First;Equal;Equal;Prefer_First;Prefer_Second
STU_0680;Equal;Equal;Equal;Equal;Prefer_Second;Prefer_First
STU_0681;Prefer_First;Prefer_First;Prefer_First;Equal;Prefer_First;Prefer_First
STU_0682;Prefer_Second;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_First
STU_0683;Equal;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_First
STU_0684;Prefer_First;Prefer_Second;Prefer_Second;Equal;Equal;Prefer_First
STU_0685;Equal;Prefer_First;Prefer_Second;Prefer_Second;Prefer_First;Prefer_First
STU_0686;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second;Equal
STU_0687;Prefer_Second;Prefer_First;Prefer_Second;Equal;Prefer_First;Prefer_Second
STU_0688;Prefer_First;Prefer_First;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0689;Prefer_First;Equal;Equal;Equal;Prefer_First;Prefer_Second
STU_0690;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second
STU_0691;Prefer_First;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second;Equal
STU_0692;Equal;Prefer_Second;Equal;Equal;Equal;Prefer_Second
STU_0693;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second
STU_0694;Prefer_First;Prefer_Second;Equal;Prefer_First;Prefer_First;Prefer_First
STU_0695;Equal;Prefer_First;Equal;Prefer_First;Prefer_First;Prefer_Second
STU_0696;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second;Prefer_First
STU_0697;Prefer_Second;Equal;Prefer_First;Prefer_First;Prefer_Second;Equal
STU_0698;Prefer_First;Prefer_Second;Prefer_First;Prefer_First;Prefer_Second;Equal
STU_0699;Prefer_Second;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Prefer_First
STU_0700;Equal;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second
STU_0701;Equal;Prefer_First;Equal;Equal;Prefer_Second;Prefer_Second
STU_0702;Prefer_First;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_Second
STU_0703;Equal;Prefer_Second;Equal;Prefer_First;Prefer_First;Prefer_Second
STU_0704;Prefer_First;Prefer_First;Equal;Equal;Prefer_First;Prefer_First
STU_0705;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second
STU_0706;Equal;Prefer_First;Prefer_First;Prefer_First;Equal;Prefer_First
STU_0707;Prefer_Second;Equal;Equal;Prefer_First;Prefer_First;Prefer_First
STU_0708;Prefer_Second;Prefer_Second;Equal;Equal;Prefer_First;Prefer_First
STU_0709;Prefer_Second;Prefer_First;Prefer_First;Prefer_Second;Equal;Prefer_Second
STU_0710;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_First;Prefer_First
STU_0711;Prefer_Second;Prefer_Second;Prefer_First;Equal;Prefer_First;Equal
STU_0712;Prefer_First;Prefer_Second;Equal;Equal;Equal;Prefer_First
STU_0713;Prefer_Second;Prefer_First;Prefer_First;Equal;Prefer_First;Prefer_Second
STU_0714;Prefer_First;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_First
STU_0715;Prefer_Second;Prefer_Second;Equal;Equal;Equal;Prefer_First
STU_0716;Prefer_Second;Equal;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second
STU_0717;Equal;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_First
STU_0718;Equal;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second
STU_0719;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Prefer_First;Prefer_First
STU_0720;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Equal;Prefer_Second
STU_0721;Prefer_Second;Prefer_Second;Prefer_First;Prefer_First;Prefer_First;Prefer_First
STU_0722;Equal;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_Second
STU_0723;Prefer_Second;Equal;Prefer_First;Equal;Prefer_Second;Equal
STU_0724;Prefer_Second;Equal;Prefer_First;Prefer_First;Prefer_First;Equal
STU_0725;Equal;Equal;Prefer_First;Equal;Prefer_First;Prefer_First
STU_0726;Prefer_Second;Prefer_First;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0727;Equal;Equal;Equal;Equal;Prefer_First;Prefer_Second
STU_0728;Prefer_First;Equal;Equal;Prefer_First;Prefer_Second;Prefer_Second
STU_0729;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second;Prefer_First
STU_0730;Equal;Prefer_Second;Equal;Prefer_Second;Equal;Equal
STU_0731;Prefer_First;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Equal
STU_0732;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_First;Equal
STU_0733;Prefer_Second;Prefer_First;Prefer_First;Equal;Prefer_Second;Equal
STU_0734;Prefer_First;Prefer_Second;Equal;Prefer_First;Prefer_First;Prefer_First
STU_0735;Prefer_Second;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_First
STU_0736;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Prefer_First;Prefer_Second
STU_0737;Equal;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second;Equal
STU_0738;Prefer_Second;Prefer_First;Prefer_First;Prefer_First;Prefer_Second;Equal
STU_0739;Prefer_First;Equal;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second
STU_0740;Prefer_First;Equal;Equal;Prefer_Second;Prefer_First;Prefer_Second
STU_0741;Equal;Equal;Prefer_First;Prefer_Second;Prefer_First;Prefer_First
STU_0742;Prefer_First;Prefer_First;Equal;Prefer_First;Prefer_Second;Prefer_First
STU_0743;Prefer_Second;Prefer_Second;Equal;Prefer_First;Equal;Prefer_First
STU_0744;Equal;Prefer_First;Prefer_First;Equal;Prefer_First;Prefer_First
STU_0745;Prefer_Second;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_First
STU_0746;Equal;Equal;Equal;Equal;Prefer_Second;Prefer_First
STU_0747;Prefer_Second;Prefer_Second;Prefer_Second;Equal;Equal;Prefer_First
STU_0748;Equal;Prefer_Second;Equal;Prefer_First;Prefer_Second;Prefer_First
STU_0749;Prefer_Second;Equal;Prefer_First;Equal;Equal;Prefer_Second
